,Sentence_id,pmid,sentence,tag
315,110,17879970," This study aimed at comparing, in a randomized study, the impact, on patients' and relatives' anxiety, of a basic communication skills training program and the same program consolidated by consolidation workshops and at investigating physicians' communication variables associated with patients' and relatives' anxiety",introduction
316,110,17879970,,introduction
317,111,27644672,Chemotherapy-induced nausea and vomiting (CINV) places a significant burden on the patient,introduction
318,111,27644672, Herbal agents are the most commonly complementary therapies used among the public,introduction
319,111,27644672, This study was done to determine the effect of ginger and chamomile capsules on nausea and vomiting in cases undergoing chemotherapy for breast cancer (BC),introduction
320,111,27644672,,introduction
321,112,17001492,"To evaluate a 12-week home-based walking intervention among breast cancer survivors and to quantify changes in physical activity (PA) behaviors, body weight, and body composition in response to the intervention",introduction
322,112,17001492,,introduction
323,113,15743368,Internal medicine residents are deficient in their knowledge about familial colorectal cancer (CRC) and thus unable to comply with appropriate screening guidelines,introduction
324,113,15743368," The objective of this study was to evaluate the effectiveness of a mixed educational program that incorporates both a didactic lecture (DL) and interactive, case-based seminar (ICBS), plus distribution of a personal digital assistant (PDA)-based risk assessment tool",introduction
325,113,15743368,,introduction
326,114,16701923,Nutritional status frequently deteriorates during chemotherapy in cancer,introduction
327,114,16701923, This is associated with a poor outcome,introduction
328,114,16701923," Since creatine supplementation has shown promising results in various diseases, we investigated the effects of creatine on nutritional status in patients with colorectal cancer undergoing chemotherapy",introduction
329,114,16701923,,introduction
330,115,17535624,Allogeneic blood transfusion confers a risk to the recipient,introduction
331,115,17535624," Recent trials in colorectal surgery have shown that the most significant factors predicting blood transfusion are pre-operative haemoglobin, operative blood loss and presence of a transfusion protocol",introduction
332,115,17535624," We report a randomised, controlled trial of oral ferrous sulphate 200 mg TDS for 2 weeks' pre-operatively versus no iron therapy",introduction
333,115,17535624,,introduction
334,116,24131320,Clinical outcomes of the Women's Health Initiative (WHI) calcium plus vitamin D supplementation trial have been reported during 7,introduction
335,116,24131320,0 years of active intervention,introduction
336,116,24131320, We now report outcomes 4,introduction
337,116,24131320,9 years after the intervention stopped and cumulative findings,introduction
338,116,24131320,,introduction
339,117,15207987,Results are reported from a randomized trial designed to increase the accuracy of perceived breast cancer risk among callers to the NCI's Cancer Information Service (CIS) (n = 392),introduction
340,117,15207987,,introduction
341,118,12590989,Recent increases in mammography use have led to a decrease in mortality from breast cancer,introduction
342,118,12590989,,introduction
343,119,22576981,"When diagnosed with breast cancer, most women's lives change as well as their perspectives on and appreciation of life",introduction
344,119,22576981, The aim of the present study was to evaluate whether psychosocial support intervention could influence health-related quality of life (HRQOL) and fatigue during the first year after diagnosis,introduction
345,119,22576981,,introduction
346,120,10458255,Pain and symptom management is an integral part of the clinical practice of oncology,introduction
347,120,10458255, A number of guidelines have been developed to assist the clinician in optimizing comfort care,introduction
348,120,10458255, We implemented clinical guidelines for cancer pain management in the community setting and evaluated whether these guidelines improved care,introduction
349,120,10458255,,introduction
350,121,27635676,Obesity and diet quality are two distinct lifestyle factors associated with morbidity and mortality among breast cancer survivors,introduction
351,121,27635676, The purposes of this study were to examine diet quality changes during a weight loss intervention among breast cancer survivors and to examine whether diet quality change was an important factor related to weight loss,introduction
